R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.33378D+01   0.2132   0.0000   10.664   0.3370 0.10778D-09  1  0  144.02  119.965  0.04778  254.45  248.79   15.865   24.525   14.79  1414.25
 0.33401D+01   0.2130   0.0000   10.655   0.3725 0.11759D-09  1  0  146.13  121.695  0.04998  253.83  248.79   14.664   24.633   14.64  1414.52
 0.33424D+01   0.2128   0.0000   10.619   0.4150 0.12968D-09  1  0  147.80  123.053  0.05185  253.31  248.98   13.386   24.913   14.42  1414.80
 0.33446D+01   0.2126   0.0000   10.555   0.4649 0.14420D-09  1  0  149.02  124.029  0.05329  252.92  249.36   12.036   25.381   14.11  1415.08
 0.33469D+01   0.2124   0.0000   10.462   0.5223 0.16130D-09  1  0  149.79  124.620  0.05419  252.67  249.93   10.621   26.049   13.72  1415.35
 0.33492D+01   0.2122   0.0000   10.339   0.5874 0.18116D-09  1  0  150.11  124.819  0.05451  252.59  250.69    9.147   26.926   13.26  1415.62
 0.33514D+01   0.2120   0.0000   10.192   0.6603 0.20394D-09  1  0  149.98  124.622  0.05420  252.67  251.63    7.618   28.015   12.75  1415.90
 0.33537D+01   0.2118   0.0000   10.025   0.7408 0.22982D-09  1  0  149.42  124.022  0.05328  252.92  252.73    6.037   29.310   12.21  1416.17
 0.33560D+01   0.2116   0.0000    9.843   0.8286 0.25899D-09  1  0  148.25  123.010  0.05179  253.32  253.97    4.410   30.803   11.66  1416.45
 0.33582D+01   0.2114   0.0000    9.654   0.9231 0.29164D-09  1  0  146.52  121.577  0.04983  253.87  255.32    2.741   32.476   11.11  1416.72
 0.33605D+01   0.2112   0.0000    9.462   1.0235 0.32800D-09  1  0  144.27  119.709  0.04747  254.54  256.76    1.038   34.309   10.58  1416.99
 0.33628D+01   0.2110   0.0000    9.273   1.1288 0.36832D-09  1  0  141.48  117.395  0.04483  255.31  259.99    0.000   36.863    9.39  1417.26
 0.33651D+01   0.2109   0.0000    9.099   1.2378 0.41275D-09  1  0  138.20  114.673  0.04208  256.15  261.97    0.000   40.424    8.79  1417.53
 0.33673D+01   0.2107   0.0000    8.987   1.3492 0.45999D-09  1  0  134.92  111.952  0.03963  256.93  263.86    0.000   44.060    8.26  1417.81
 0.33696D+01   0.2105   0.0000    8.906   1.4612 0.50959D-09  1  0  131.68  109.257  0.03747  257.64  265.65    0.000   47.721    7.79  1418.08
 0.33719D+01   0.2103   0.0000    8.841   1.5724 0.56112D-09  1  0  128.45  106.582  0.03553  258.31  267.33    0.000   51.350    7.39  1418.35
 0.33741D+01   0.2101   0.0000    8.787   1.6807 0.61408D-09  1  0  125.24  103.920  0.03379  258.93  268.88    0.000   54.889    7.04  1418.62
 0.33764D+01   0.2099   0.0000    8.742   1.7845 0.66789D-09  1  0  122.05  101.270  0.03221  259.53  270.30    0.000   58.277    6.74  1418.89
 0.33787D+01   0.2097   0.0000    8.702   1.8818 0.72191D-09  1  1   96.79   98.629  0.03078  260.09  271.58   -0.836   60.720    6.76  1419.15
 0.33809D+01   0.2095   0.0000    8.652   1.9708 0.77672D-09  1  1  103.68   95.831  0.02938  260.66  272.70   -1.619   62.935    6.55  1419.42
 0.33832D+01   0.2093   0.0000    8.593   2.0499 0.83269D-09  1  1  103.42   92.792  0.02800  261.25  273.67   -2.334   64.879    6.39  1419.69
 0.33855D+01   0.2092   0.0000    8.532   2.1174 0.88954D-09  1  1  101.21   89.535  0.02665  261.85  274.47   -2.973   66.509    6.27  1419.96
 0.33878D+01   0.2090   0.0000    8.474   2.1722 0.94698D-09  1  1   98.11   86.084  0.02535  262.47  275.08   -3.525   67.792    6.19  1420.22
 0.33900D+01   0.2088   0.0000    8.419   2.2130 0.10047D-08  1  1   94.47   82.468  0.02411  263.08  275.51   -3.977   68.704    6.15  1420.49
 0.33923D+01   0.2086   0.0000    8.368   2.2390 0.10623D-08  1  1   90.47   78.718  0.02294  263.69  275.76   -4.311   69.234    6.14  1420.76
 0.33946D+01   0.2084   0.0000    8.323   2.2497 0.11194D-08  1  1   86.22   74.874  0.02185  264.30  275.81   -4.510   69.382    6.17  1421.02
 0.33968D+01   0.2082   0.0000    8.285   2.2449 0.11753D-08  1  1   81.82   70.981  0.02084  264.88  275.68   -4.555   69.163    6.22  1421.29
 0.33991D+01   0.2080   0.0000    8.253   2.2246 0.12291D-08  1  1   77.33   67.092  0.01992  265.45  275.38   -4.425   68.598    6.31  1421.55
 0.34014D+01   0.2078   0.0000    8.229   2.1893 0.12796D-08  1  1   72.83   63.264  0.01908  265.99  274.91   -4.103   67.722    6.43  1421.82
 0.34036D+01   0.2077   0.0000    8.214   2.1398 0.13252D-08  1  1   68.35   59.562  0.01833  266.50  274.30   -3.571   66.576    6.58  1422.08
 0.34059D+01   0.2075   0.0000    8.208   2.0769 0.13636D-08  1  1   63.88   56.055  0.01767  266.96  273.56   -2.820   65.205    6.75  1422.34
 0.34082D+01   0.2073   0.0000    8.212   2.0020 0.13922D-08  1  1   59.11   52.813  0.01710  267.39  272.71   -1.846   63.658    6.95  1422.61
 0.34105D+01   0.2071   0.0000    8.225   1.9166 0.14077D-08  1  1   50.36   49.907  0.01662  267.76  271.79   -0.652   61.979    7.17  1422.87
 0.34127D+01   0.2069   0.0000    8.244   1.8222 0.14090D-08  1  0   57.04   47.327  0.01621  268.08  270.80    0.000   59.508    7.42  1423.13
 0.34150D+01   0.2067   0.0000    8.253   1.7207 0.14034D-08  1  0   53.99   44.794  0.01582  268.39  269.77    0.000   56.193    7.71  1423.39
 0.34173D+01   0.2065   0.0000    8.267   1.6138 0.13862D-08  1  0   51.19   42.472  0.01549  268.67  270.01    2.040   54.635    7.64  1423.66
 0.34195D+01   0.2064   0.0000    8.316   1.5036 0.13379D-08  1  0   49.36   40.958  0.01527  268.85  269.41    4.696   53.555    7.81  1423.92
 0.34218D+01   0.2062   0.0000    8.383   1.3916 0.12599D-08  1  0   48.45   40.237  0.01517  268.94  268.75    7.217   52.297    8.00  1424.18
 0.34241D+01   0.2060   0.0000    8.460   1.2798 0.11577D-08  1  0   48.39   40.272  0.01518  268.93  268.03    9.570   50.878    8.23  1424.44
 0.34263D+01   0.2058   0.0000    8.546   1.1697 0.10393D-08  1  0   49.22   41.019  0.01528  268.84  267.25   11.732   49.324    8.48  1424.70
 0.34286D+01   0.2056   0.0000    8.638   1.0629 0.91377D-09  1  0   50.88   42.432  0.01548  268.67  266.43   13.688   47.664    8.76  1424.95
 0.34309D+01   0.2054   0.0000    8.735   0.9605 0.78919D-09  1  0   53.29   44.455  0.01577  268.43  265.56   15.435   45.935    9.06  1425.21
 0.34332D+01   0.2053   0.0000    8.836   0.8636 0.67187D-09  1  0   56.36   47.032  0.01616  268.11  264.64   16.972   44.170    9.39  1425.47
 0.34354D+01   0.2051   0.0000    8.939   0.7733 0.56586D-09  1  0   60.03   50.099  0.01665  267.73  263.68   18.305   42.402    9.74  1425.73
 0.34377D+01   0.2049   0.0000    9.045   0.6899 0.47309D-09  1  0   64.21   53.588  0.01723  267.29  262.68   19.441   40.661   10.10  1425.99
 0.34400D+01   0.2047   0.0000    9.151   0.6141 0.39391D-09  1  0   68.82   57.429  0.01792  266.78  261.66   20.386   38.970   10.48  1426.24
 0.34422D+01   0.2045   0.0000    9.257   0.5460 0.32765D-09  1  0   73.77   61.552  0.01873  266.23  260.62   21.151   37.348   10.87  1426.50
 0.34445D+01   0.2043   0.0000    9.362   0.4857 0.27304D-09  1  0   78.97   65.889  0.01965  265.62  259.56   21.743   35.808   11.27  1426.76
 0.34468D+01   0.2042   0.0000    9.467   0.4330 0.22858D-09  1  0   84.36   70.372  0.02069  264.97  258.51   22.172   34.360   11.66  1427.01
 0.34491D+01   0.2040   0.0000    9.570   0.3878 0.19280D-09  1  0   89.84   74.939  0.02187  264.29  257.47   22.447   33.008   12.05  1427.27
 0.34513D+01   0.2038   0.0000    9.670   0.3497 0.16429D-09  1  0   95.36   79.532  0.02319  263.56  256.44   22.578   31.754   12.43  1427.52
 0.34536D+01   0.2036   0.0000    9.769   0.3182 0.14184D-09  1  0  100.84   84.097  0.02465  262.81  255.44   22.573   30.599   12.80  1427.78
 0.34559D+01   0.2034   0.0000    9.865   0.2932 0.12441D-09  1  0  106.24   88.587  0.02628  262.02  254.47   22.440   29.540   13.16  1428.03
 0.34581D+01   0.2033   0.0000    9.958   0.2741 0.11117D-09  1  0  111.49   92.956  0.02807  261.22  253.54   22.187   28.576   13.49  1428.28
 0.34604D+01   0.2031   0.0000   10.048   0.2607 0.10143D-09  1  0  116.55   97.167  0.03003  260.39  252.66   21.819   27.702   13.81  1428.54
 0.34627D+01   0.2029   0.0000   10.134   0.2527 0.94671D-10  1  0  121.38  101.183  0.03217  259.55  251.83   21.343   26.919   14.10  1428.79
 0.34649D+01   0.2027   0.0000   10.215   0.2500 0.90489D-10  1  0  125.94  104.973  0.03446  258.69  251.06   20.760   26.226   14.35  1429.04
 0.34672D+01   0.2025   0.0000   10.290   0.2525 0.88607D-10  1  0  130.19  108.509  0.03691  257.83  250.36   20.075   25.626   14.58  1429.29
 0.34695D+01   0.2024   0.0000   10.358   0.2602 0.88843D-10  1  0  134.11  111.764  0.03947  256.98  249.75   19.290   25.124   14.75  1429.54
 0.34718D+01   0.2022   0.0000   10.415   0.2733 0.91095D-10  1  0  137.67  114.716  0.04212  256.14  249.24   18.408   24.727   14.88  1429.79
 0.34740D+01   0.2020   0.0000   10.460   0.2920 0.95332D-10  1  0  140.84  117.345  0.04478  255.33  248.85   17.431   24.446   14.95  1430.04
 0.34763D+01   0.2018   0.0000   10.487   0.3168 0.10158D-09  1  0  143.61  119.633  0.04738  254.57  248.59   16.363   24.296   14.94  1430.29
 0.34786D+01   0.2016   0.0000   10.493   0.3478 0.10990D-09  1  0  145.95  121.565  0.04981  253.87  248.48   15.210   24.292   14.86  1430.54
 0.34808D+01   0.2015   0.0000   10.474   0.3856 0.12041D-09  1  0  147.87  123.132  0.05197  253.28  248.55   13.977   24.452   14.69  1430.79
 0.34831D+01   0.2013   0.0000   10.427   0.4305 0.13324D-09  1  0  149.34  124.323  0.05373  252.79  248.80   12.672   24.792   14.43  1431.04
 0.34854D+01   0.2011   0.0000   10.350   0.4827 0.14853D-09  1  0  150.37  125.134  0.05501  252.45  249.25   11.301   25.327   14.08  1431.29
 0.34876D+01   0.2009   0.0000   10.242   0.5427 0.16644D-09  1  0  150.95  125.560  0.05570  252.27  249.89    9.870   26.068   13.66  1431.54
 0.34899D+01   0.2007   0.0000   10.106   0.6103 0.18715D-09  1  0  151.08  125.597  0.05576  252.25  250.73    8.385   27.022   13.18  1431.78
 0.34922D+01   0.2006   0.0000    9.947   0.6857 0.21083D-09  1  0  150.79  125.240  0.05518  252.41  251.74    6.848   28.188   12.65  1432.03
 0.34945D+01   0.2004   0.0000    9.770   0.7687 0.23764D-09  1  0  150.03  124.484  0.05398  252.73  252.91    5.263   29.561   12.09  1432.28
 0.34967D+01   0.2002   0.0000    9.581   0.8587 0.26777D-09  1  0  148.62  123.319  0.05224  253.20  254.20    3.635   31.127   11.53  1432.52
 0.34990D+01   0.2000   0.0000    9.387   0.9552 0.30143D-09  1  0  146.71  121.735  0.05004  253.81  255.60    1.967   32.867   10.97  1432.77
 0.35013D+01   0.1999   0.0000    9.193   1.0573 0.33883D-09  1  0  144.28  119.717  0.04748  254.54  257.07    0.268   34.758   10.44  1433.01
 0.35035D+01   0.1997   0.0000    9.005   1.1640 0.38023D-09  1  0  141.31  117.254  0.04468  255.36  260.54    0.000   38.013    9.19  1433.26
 0.35058D+01   0.1995   0.0000    8.856   1.2739 0.42516D-09  1  0  138.08  114.566  0.04198  256.18  262.50    0.000   41.604    8.61  1433.50
 0.35081D+01   0.1993   0.0000    8.760   1.3857 0.47258D-09  1  0  134.88  111.917  0.03960  256.93  264.37    0.000   45.254    8.10  1433.75
 0.35103D+01   0.1991   0.0000    8.687   1.4977 0.52214D-09  1  0  131.72  109.291  0.03749  257.63  266.13    0.000   48.910    7.65  1433.99
 0.35126D+01   0.1990   0.0000    8.628   1.6081 0.57337D-09  1  0  128.57  106.681  0.03560  258.28  267.78    0.000   52.516    7.26  1434.23
 0.35149D+01   0.1988   0.0000    8.578   1.7151 0.62574D-09  1  0  125.44  104.084  0.03389  258.90  269.30    0.000   56.012    6.92  1434.47
 0.35171D+01   0.1986   0.0000    8.535   1.8170 0.67864D-09  1  0   68.44  101.497  0.03234  259.48  270.68   -0.346   59.036    6.91  1434.72
 0.35194D+01   0.1984   0.0000    8.495   1.9118 0.73161D-09  1  1  102.77   98.891  0.03091  260.03  271.91   -1.155   61.421    6.67  1434.96
 0.35217D+01   0.1983   0.0000    8.439   1.9977 0.78565D-09  1  1  105.44   96.052  0.02949  260.61  273.00   -1.901   63.567    6.49  1435.20
 0.35240D+01   0.1981   0.0000    8.379   2.0732 0.84054D-09  1  1  104.27   92.984  0.02808  261.21  273.92   -2.577   65.427    6.34  1435.44
 0.35262D+01   0.1979   0.0000    8.319   2.1368 0.89599D-09  1  1  101.73   89.711  0.02672  261.82  274.67   -3.175   66.962    6.23  1435.68
 0.35285D+01   0.1977   0.0000    8.262   2.1871 0.95166D-09  1  1   98.48   86.258  0.02541  262.44  275.24   -3.681   68.139    6.16  1435.92
 0.35308D+01   0.1976   0.0000    8.209   2.2231 0.10072D-08  1  1   94.76   82.652  0.02417  263.05  275.62   -4.083   68.940    6.13  1436.16
 0.35330D+01   0.1974   0.0000    8.161   2.2442 0.10621D-08  1  1   90.74   78.929  0.02300  263.66  275.81   -4.364   69.356    6.13  1436.40
 0.35353D+01   0.1972   0.0000    8.118   2.2499 0.11159D-08  1  1   86.51   75.128  0.02192  264.26  275.82   -4.506   69.392    6.16  1436.64
 0.35376D+01   0.1970   0.0000    8.082   2.2400 0.11678D-08  1  1   82.14   71.296  0.02092  264.84  275.64   -4.489   69.064    6.23  1436.88
 0.35398D+01   0.1969   0.0000    8.054   2.2147 0.12168D-08  1  1   77.71   67.485  0.02001  265.39  275.30   -4.295   68.397    6.33  1437.11
 0.35421D+01   0.1967   0.0000    8.033   2.1747 0.12616D-08  1  1   73.27   63.756  0.01918  265.92  274.79   -3.907   67.427    6.46  1437.35
 0.35444D+01   0.1965   0.0000    8.021   2.1207 0.13005D-08  1  1   68.85   60.173  0.01845  266.41  274.14   -3.310   66.196    6.61  1437.59
 0.35467D+01   0.1964   0.0000    8.019   2.0537 0.13313D-08  1  1   64.36   56.803  0.01781  266.87  273.37   -2.497   64.752    6.79  1437.82
 0.35489D+01   0.1962   0.0000    8.026   1.9752 0.13513D-08  1  1   59.10   53.715  0.01725  267.27  272.51   -1.466   63.140    7.00  1438.06
 0.35512D+01   0.1960   0.0000    8.043   1.8867 0.13576D-08  1  0   32.99   50.978  0.01679  267.62  271.56   -0.224   61.405    7.22  1438.30
 0.35535D+01   0.1958   0.0000    8.061   1.7898 0.13514D-08  1  0   58.46   48.505  0.01639  267.93  270.56    0.000   58.450    7.48  1438.53
 0.35557D+01   0.1957   0.0000    8.067   1.6863 0.13396D-08  1  0   55.47   46.029  0.01601  268.24  269.51    0.000   55.072    7.79  1438.77
 0.35580D+01   0.1955   0.0000    8.087   1.5782 0.13134D-08  1  0   52.88   43.876  0.01569  268.50  269.73    2.535   53.934    7.72  1439.00
 0.35603D+01   0.1953   0.0000    8.140   1.4672 0.12581D-08  1  0   51.28   42.546  0.01550  268.66  269.11    5.161   52.798    7.90  1439.23
 0.35625D+01   0.1951   0.0000    8.209   1.3551 0.11765D-08  1  0   50.56   42.005  0.01542  268.73  268.43    7.644   51.492    8.11  1439.47
 0.35648D+01   0.1950   0.0000    8.290   1.2437 0.10746D-08  1  0   50.71   42.213  0.01545  268.70  267.69    9.953   50.037    8.34  1439.70
 0.35671D+01   0.1948   0.0000    8.378   1.1345 0.96008D-09  1  0   51.75   43.126  0.01558  268.59  266.89   12.068   48.459    8.60  1439.93
 0.35694D+01   0.1946   0.0000    8.472   1.0289 0.84107D-09  1  0   53.60   44.693  0.01581  268.40  266.04   13.977   46.790    8.89  1440.17
 0.35716D+01   0.1945   0.0000    8.571   0.9282 0.72471D-09  1  0   56.18   46.860  0.01613  268.14  265.15   15.676   45.063    9.20  1440.40
 0.35739D+01   0.1943   0.0000    8.674   0.8334 0.61626D-09  1  0   59.41   49.565  0.01656  267.80  264.21   17.166   43.311    9.54  1440.63
 0.35762D+01   0.1941   0.0000    8.779   0.7453 0.51896D-09  1  0   63.21   52.742  0.01709  267.39  263.23   18.451   41.565    9.90  1440.86
 0.35784D+01   0.1940   0.0000    8.885   0.6644 0.43422D-09  1  0   67.50   56.322  0.01772  266.93  262.21   19.540   39.853   10.27  1441.09
 0.35807D+01   0.1938   0.0000    8.993   0.5911 0.36212D-09  1  0   72.19   60.235  0.01846  266.41  261.17   20.439   38.195   10.65  1441.32
 0.35830D+01   0.1936   0.0000    9.100   0.5255 0.30191D-09  1  0   77.20   64.410  0.01932  265.83  260.12   21.157   36.609   11.05  1441.55
 0.35852D+01   0.1934   0.0000    9.207   0.4677 0.25234D-09  1  0   82.45   68.778  0.02031  265.21  259.06   21.703   35.107   11.44  1441.78
 0.35875D+01   0.1933   0.0000    9.312   0.4175 0.21205D-09  1  0   87.84   73.273  0.02142  264.54  258.00   22.087   33.696   11.84  1442.01
 0.35898D+01   0.1931   0.0000    9.416   0.3746 0.17965D-09  1  0   93.32   77.833  0.02268  263.83  256.95   22.318   32.381   12.23  1442.24
 0.35921D+01   0.1929   0.0000    9.517   0.3387 0.15388D-09  1  0   98.81   82.402  0.02409  263.09  255.92   22.405   31.163   12.61  1442.46
 0.35943D+01   0.1928   0.0000    9.617   0.3094 0.13365D-09  1  0  104.24   86.925  0.02566  262.32  254.92   22.356   30.040   12.98  1442.69
 0.35966D+01   0.1926   0.0000    9.714   0.2863 0.11803D-09  1  0  109.57   91.358  0.02739  261.52  253.95   22.181   29.012   13.33  1442.92
 0.35989D+01   0.1924   0.0000    9.808   0.2692 0.10626D-09  1  0  114.73   95.655  0.02930  260.69  253.03   21.885   28.075   13.67  1443.15
 0.36011D+01   0.1923   0.0000    9.898   0.2575 0.97736D-10  1  0  119.69   99.780  0.03139  259.85  252.15   21.474   27.227   13.98  1443.37
 0.36034D+01   0.1921   0.0000    9.985   0.2513 0.91991D-10  1  0  124.40  103.697  0.03365  258.99  251.33   20.954   26.469   14.26  1443.60
 0.36057D+01   0.1919   0.0000   10.067   0.2502 0.88685D-10  1  0  128.83  107.376  0.03609  258.11  250.57   20.328   25.800   14.51  1443.82
 0.36080D+01   0.1918   0.0000   10.142   0.2544 0.87579D-10  1  0  132.93  110.789  0.03867  257.24  249.89   19.599   25.224   14.73  1444.05
 0.36102D+01   0.1916   0.0000   10.209   0.2638 0.88524D-10  1  0  136.69  113.910  0.04136  256.37  249.30   18.770   24.747   14.90  1444.27
 0.36125D+01   0.1914   0.0000   10.264   0.2788 0.91448D-10  1  0  140.08  116.719  0.04412  255.53  248.82   17.845   24.380   15.01  1444.50
 0.36148D+01   0.1913   0.0000   10.304   0.2994 0.96343D-10  1  0  143.07  119.195  0.04686  254.72  248.45   16.826   24.134   15.06  1444.72
 0.36170D+01   0.1911   0.0000   10.325   0.3262 0.10325D-09  1  0  145.65  121.323  0.04949  253.96  248.24   15.720   24.024   15.03  1444.94
 0.36193D+01   0.1909   0.0000   10.322   0.3594 0.11226D-09  1  0  147.80  123.092  0.05191  253.29  248.18   14.533   24.068   14.92  1445.17
 0.36216D+01   0.1908   0.0000   10.292   0.3994 0.12348D-09  1  0  149.51  124.490  0.05399  252.73  248.31   13.272   24.284   14.72  1445.39
 0.36238D+01   0.1906   0.0000   10.232   0.4467 0.13705D-09  1  0  150.79  125.513  0.05562  252.29  248.63   11.944   24.688   14.43  1445.61
 0.36261D+01   0.1904   0.0000   10.140   0.5014 0.15313D-09  1  0  151.62  126.157  0.05670  252.00  249.16   10.556   25.293   14.05  1445.83
 0.36284D+01   0.1903   0.0000   10.018   0.5639 0.17187D-09  1  0  152.01  126.419  0.05714  251.89  249.88    9.113   26.111   13.60  1446.05
 0.36307D+01   0.1901   0.0000    9.869   0.6341 0.19345D-09  1  0  151.97  126.295  0.05693  251.94  250.79    7.619   27.144   13.08  1446.28
 0.36329D+01   0.1899   0.0000    9.698   0.7120 0.21803D-09  1  0  151.52  125.781  0.05606  252.17  251.87    6.078   28.389   12.53  1446.50
 0.36352D+01   0.1898   0.0000    9.512   0.7973 0.24578D-09  1  0  150.50  124.872  0.05459  252.56  253.11    4.492   29.839   11.96  1446.72
 0.36375D+01   0.1896   0.0000    9.317   0.8895 0.27689D-09  1  0  148.91  123.556  0.05258  253.11  254.46    2.864   31.477   11.39  1446.93
 0.36397D+01   0.1894   0.0000    9.119   0.9879 0.31155D-09  1  0  146.82  121.822  0.05015  253.78  255.90    1.199   33.282   10.83  1447.15
 0.36420D+01   0.1893   0.0000    8.925   1.0916 0.34999D-09  1  0  144.21  119.657  0.04741  254.56  259.08    0.000   35.651    9.62  1447.37
 0.36443D+01   0.1891   0.0000    8.741   1.1995 0.39240D-09  1  0  141.10  117.074  0.04449  255.41  261.10    0.000   39.174    8.99  1447.59
 0.36465D+01   0.1889   0.0000    8.622   1.3102 0.43763D-09  1  0  137.95  114.465  0.04188  256.21  263.03    0.000   42.789    8.43  1447.81
 0.36488D+01   0.1888   0.0000    8.538   1.4223 0.48518D-09  1  0  134.84  111.886  0.03958  256.94  264.88    0.000   46.448    7.94  1448.03
 0.36511D+01   0.1886   0.0000    8.472   1.5339 0.53462D-09  1  0  131.76  109.326  0.03752  257.62  266.61    0.000   50.094    7.51  1448.24
 0.36534D+01   0.1885   0.0000    8.418   1.6434 0.58547D-09  1  0  128.69  106.781  0.03567  258.26  268.22    0.000   53.671    7.13  1448.46
 0.36556D+01   0.1883   0.0000    8.372   1.7490 0.63716D-09  1  0  125.64  104.247  0.03400  258.86  269.71    0.000   57.118    6.81  1448.68
 0.36579D+01   0.1881   0.0000    8.332   1.8487 0.68907D-09  1  1   95.11  101.723  0.03247  259.43  271.05   -0.683   59.779    6.82  1448.89
 0.36602D+01   0.1880   0.0000    8.286   1.9409 0.74136D-09  1  1  106.07   99.088  0.03102  259.99  272.24   -1.459   62.104    6.60  1449.11
 0.36624D+01   0.1878   0.0000    8.227   2.0236 0.79455D-09  1  1  106.68   96.213  0.02957  260.58  273.28   -2.168   64.176    6.42  1449.32
 0.36647D+01   0.1876   0.0000    8.167   2.0953 0.84832D-09  1  1  104.92   93.123  0.02814  261.19  274.16   -2.805   65.948    6.29  1449.54
 0.36670D+01   0.1875   0.0000    8.108   2.1547 0.90230D-09  1  1  102.14   89.838  0.02677  261.80  274.86   -3.360   67.382    6.19  1449.75
 0.36692D+01   0.1873   0.0000    8.053   2.2004 0.95613D-09  1  1   98.77   86.386  0.02546  262.41  275.38   -3.821   68.451    6.13  1449.96
 0.36715D+01   0.1872   0.0000    8.002   2.2317 0.10094D-08  1  1   95.00   82.797  0.02422  263.03  275.71   -4.173   69.139    6.11  1450.18
 0.36738D+01   0.1870   0.0000    7.956   2.2478 0.10615D-08  1  1   90.97   79.105  0.02306  263.63  275.85   -4.400   69.441    6.12  1450.39
 0.36761D+01   0.1868   0.0000    7.916   2.2483 0.11120D-08  1  1   86.75   75.352  0.02198  264.22  275.81   -4.484   69.364    6.16  1450.60
 0.36783D+01   0.1867   0.0000    7.883   2.2334 0.11599D-08  1  1   82.42   71.585  0.02099  264.79  275.58   -4.405   68.927    6.24  1450.82
 0.36806D+01   0.1865   0.0000    7.858   2.2033 0.12041D-08  1  1   78.04   67.859  0.02009  265.34  275.20   -4.147   68.160    6.35  1451.03
 0.36829D+01   0.1863   0.0000    7.841   2.1586 0.12434D-08  1  1   73.67   64.234  0.01929  265.86  274.65   -3.694   67.098    6.48  1451.24
 0.36851D+01   0.1862   0.0000    7.832   2.1002 0.12758D-08  1  1   69.28   60.773  0.01857  266.33  273.97   -3.033   65.786    6.65  1451.45
 0.36874D+01   0.1860   0.0000    7.833   2.0293 0.12991D-08  1  1   64.68   57.544  0.01795  266.77  273.18   -2.159   64.271    6.83  1451.66
 0.36897D+01   0.1859   0.0000    7.843   1.9474 0.13111D-08  1  1   58.27   54.615  0.01741  267.15  272.29   -1.074   62.597    7.05  1451.87
 0.36919D+01   0.1857   0.0000    7.863   1.8559 0.13090D-08  1  0   62.73   52.047  0.01697  267.48  271.33    0.000   60.610    7.26  1452.08
 0.36942D+01   0.1855   0.0000    7.878   1.7567 0.12972D-08  1  0   59.82   49.632  0.01657  267.79  270.31    0.000   57.370    7.55  1452.29
 0.36965D+01   0.1854   0.0000    7.883   1.6515 0.12800D-08  1  0   56.90   47.213  0.01619  268.09  270.01    0.339   54.254    7.64  1452.50
 0.36987D+01   0.1852   0.0000    7.910   1.5422 0.12455D-08  1  0   54.54   45.253  0.01589  268.33  269.44    3.048   53.239    7.81  1452.71
 0.37010D+01   0.1851   0.0000    7.967   1.4307 0.11843D-08  1  0   53.17   44.115  0.01572  268.47  268.80    5.641   52.048    8.00  1452.91
 0.37033D+01   0.1849   0.0000    8.040   1.3186 0.11002D-08  1  0   52.66   43.760  0.01567  268.51  268.10    8.082   50.698    8.22  1453.12
 0.37056D+01   0.1847   0.0000    8.123   1.2077 0.99912D-09  1  0   53.03   44.146  0.01573  268.47  267.33   10.346   49.211    8.46  1453.33
 0.37078D+01   0.1846   0.0000    8.213   1.0996 0.88851D-09  1  0   54.28   45.228  0.01589  268.34  266.51   12.412   47.613    8.73  1453.53
 0.37101D+01   0.1844   0.0000    8.310   0.9955 0.77573D-09  1  0   56.32   46.953  0.01615  268.12  265.64   14.270   45.936    9.03  1453.74
 0.37124D+01   0.1843   0.0000    8.411   0.8967 0.66693D-09  1  0   59.07   49.263  0.01651  267.84  264.73   15.919   44.213    9.35  1453.95
 0.37146D+01   0.1841   0.0000    8.515   0.8039 0.56651D-09  1  0   62.45   52.094  0.01698  267.48  263.76   17.359   42.475    9.69  1454.15
 0.37169D+01   0.1839   0.0000    8.622   0.7181 0.47702D-09  1  0   66.38   55.379  0.01755  267.05  262.76   18.596   40.751   10.06  1454.36
 0.37192D+01   0.1838   0.0000    8.730   0.6396 0.39945D-09  1  0   70.78   59.048  0.01823  266.57  261.73   19.635   39.067   10.43  1454.56
 0.37214D+01   0.1836   0.0000    8.838   0.5689 0.33367D-09  1  0   75.55   63.028  0.01903  266.02  260.68   20.486   37.442   10.82  1454.77
 0.37237D+01   0.1835   0.0000    8.947   0.5058 0.27884D-09  1  0   80.62   67.250  0.01995  265.43  259.62   21.156   35.891   11.22  1454.97
 0.37260D+01   0.1833   0.0000    9.055   0.4505 0.23378D-09  1  0   85.89   71.644  0.02101  264.79  258.54   21.655   34.425   11.62  1455.17
 0.37283D+01   0.1832   0.0000    9.161   0.4027 0.19720D-09  1  0   91.30   76.145  0.02220  264.10  257.48   21.992   33.051   12.01  1455.38
 0.37305D+01   0.1830   0.0000    9.266   0.3621 0.16783D-09  1  0   96.76   80.693  0.02354  263.37  256.43   22.177   31.770   12.40  1455.58
 0.37328D+01   0.1828   0.0000    9.368   0.3284 0.14454D-09  1  0  102.21   85.231  0.02505  262.61  255.40   22.219   30.585   12.78  1455.78
 0.37351D+01   0.1827   0.0000    9.469   0.3012 0.12631D-09  1  0  107.59   89.708  0.02672  261.82  254.40   22.126   29.493   13.15  1455.98
 0.37373D+01   0.1825   0.0000    9.567   0.2801 0.11233D-09  1  0  112.84   94.077  0.02857  261.00  253.44   21.907   28.493   13.50  1456.18
