R_tot = 1561.0 R_core =  1400.0  Tsurf =   100.00  g =  1.310
  time_Gyr   Prad    Ptidal    Fcore     Pint     Hint     conv melt P(MPa)   zbot     %vol    Tbot     Tm      Fbot     Ftop     dlid   T_core
 0.14446D+01   0.4940   0.0000   10.474   2.1139 0.20635D-08  1  1   43.50   37.246  0.01478  269.29  272.55   -3.678   65.531    6.90   997.36
 0.14469D+01   0.4935   0.0000   10.478   2.0456 0.22245D-08  1  1   39.06   33.351  0.01428  269.74  271.61   -2.593   64.322    7.06   998.13
 0.14492D+01   0.4929   0.0000   10.491   1.9659 0.23853D-08  1  1   35.33   29.823  0.01386  270.14  270.61   -1.193   63.055    7.24   998.91
 0.14514D+01   0.4924   0.0000   10.516   1.8764 0.25298D-08  1  0   32.28   26.786  0.01352  270.47  271.90    0.087   61.362    6.94   999.68
 0.14537D+01   0.4918   0.0000   10.559   1.7787 0.26240D-08  1  0   29.46   24.443  0.01326  270.73  271.40    2.898   60.895    7.02  1000.46
 0.14560D+01   0.4913   0.0000   10.617   1.6746 0.26372D-08  1  0   27.55   22.875  0.01310  270.90  270.84    5.635   60.161    7.12  1001.23
 0.14583D+01   0.4907   0.0000   10.684   1.5661 0.25591D-08  1  0   26.41   22.032  0.01301  270.99  270.26    8.233   59.146    7.25  1002.00
 0.14605D+01   0.4902   0.0000   10.757   1.4548 0.23949D-08  1  0   26.16   21.869  0.01299  271.01  269.65   10.641   57.857    7.41  1002.77
 0.14628D+01   0.4896   0.0000   10.834   1.3427 0.21640D-08  1  0   26.69   22.344  0.01304  270.96  269.01   12.831   56.317    7.61  1003.55
 0.14651D+01   0.4891   0.0000   10.916   1.2315 0.18945D-08  1  0   27.97   23.424  0.01316  270.84  268.34   14.790   54.567    7.84  1004.31
 0.14673D+01   0.4886   0.0000   11.001   1.1226 0.16149D-08  1  0   29.94   25.078  0.01333  270.66  267.64   16.525   52.661    8.11  1005.08
 0.14696D+01   0.4880   0.0000   11.090   1.0176 0.13479D-08  1  0   32.56   27.271  0.01357  270.42  266.89   18.049   50.655    8.41  1005.85
 0.14719D+01   0.4875   0.0000   11.182   0.9175 0.11080D-08  1  0   35.79   29.965  0.01388  270.12  266.10   19.379   48.605    8.73  1006.62
 0.14742D+01   0.4870   0.0000   11.275   0.8234 0.90174D-09  1  0   39.56   33.111  0.01425  269.77  265.26   20.530   46.559    9.08  1007.38
 0.14764D+01   0.4864   0.0000   11.370   0.7360 0.72977D-09  1  0   43.82   36.656  0.01470  269.36  264.38   21.517   44.555    9.44  1008.15
 0.14787D+01   0.4859   0.0000   11.466   0.6559 0.58952D-09  1  0   48.48   40.541  0.01522  268.90  263.47   22.348   42.624    9.82  1008.91
 0.14810D+01   0.4853   0.0000   11.561   0.5835 0.47683D-09  1  0   53.48   44.705  0.01581  268.40  262.53   23.031   40.786   10.20  1009.68
 0.14832D+01   0.4848   0.0000   11.656   0.5188 0.38721D-09  1  0   58.74   49.086  0.01648  267.86  261.57   23.573   39.056   10.59  1010.44
 0.14855D+01   0.4843   0.0000   11.749   0.4618 0.31645D-09  1  0   64.19   53.623  0.01724  267.28  260.61   23.981   37.443   10.97  1011.20
 0.14878D+01   0.4837   0.0000   11.840   0.4124 0.26089D-09  1  0   69.76   58.260  0.01808  266.67  259.65   24.259   35.950   11.35  1011.96
 0.14900D+01   0.4832   0.0000   11.928   0.3703 0.21749D-09  1  0   75.39   62.942  0.01901  266.03  258.71   24.414   34.578   11.72  1012.72
 0.14923D+01   0.4827   0.0000   12.014   0.3352 0.18379D-09  1  0   81.01   67.620  0.02004  265.37  257.78   24.454   33.327   12.07  1013.48
 0.14946D+01   0.4822   0.0000   12.096   0.3066 0.15782D-09  1  0   86.57   72.248  0.02116  264.69  256.89   24.385   32.192   12.41  1014.24
 0.14969D+01   0.4816   0.0000   12.175   0.2842 0.13805D-09  1  0   92.03   76.786  0.02238  264.00  256.04   24.213   31.169   12.72  1015.00
 0.14991D+01   0.4811   0.0000   12.250   0.2676 0.12329D-09  1  0   97.33   81.197  0.02370  263.29  255.24   23.943   30.256   13.01  1015.75
 0.15014D+01   0.4806   0.0000   12.321   0.2566 0.11265D-09  1  0  102.45   85.450  0.02512  262.58  254.48   23.580   29.449   13.27  1016.51
 0.15037D+01   0.4800   0.0000   12.387   0.2509 0.10543D-09  1  0  107.34   89.514  0.02664  261.86  253.79   23.127   28.744   13.50  1017.27
 0.15059D+01   0.4795   0.0000   12.447   0.2504 0.10115D-09  1  0  111.97   93.363  0.02825  261.14  253.17   22.585   28.143   13.69  1018.02
 0.15082D+01   0.4790   0.0000   12.502   0.2552 0.99457D-10  1  0  116.32   96.974  0.02994  260.43  252.62   21.956   27.646   13.84  1018.77
 0.15105D+01   0.4785   0.0000   12.549   0.2652 0.10014D-09  1  0  120.35  100.324  0.03169  259.73  252.16   21.238   27.257   13.95  1019.53
 0.15127D+01   0.4779   0.0000   12.587   0.2808 0.10307D-09  1  0  124.05  103.391  0.03347  259.06  251.79   20.430   26.982   14.00  1020.28
 0.15150D+01   0.4774   0.0000   12.615   0.3021 0.10820D-09  1  0  127.39  106.156  0.03524  258.41  251.54   19.529   26.828   14.00  1021.03
 0.15173D+01   0.4769   0.0000   12.630   0.3295 0.11556D-09  1  0  130.34  108.598  0.03697  257.81  251.41   18.534   26.806   13.93  1021.78
 0.15195D+01   0.4764   0.0000   12.630   0.3635 0.12522D-09  1  0  132.89  110.699  0.03860  257.26  251.42   17.443   26.926   13.80  1022.53
 0.15218D+01   0.4758   0.0000   12.613   0.4043 0.13728D-09  1  0  135.01  112.441  0.04005  256.79  251.58   16.255   27.200   13.60  1023.28
 0.15241D+01   0.4753   0.0000   12.576   0.4523 0.15189D-09  1  0  136.69  113.806  0.04127  256.40  251.89   14.971   27.640   13.34  1024.02
 0.15264D+01   0.4748   0.0000   12.518   0.5079 0.16922D-09  1  0  137.90  114.778  0.04218  256.12  252.36   13.595   28.256   13.02  1024.77
 0.15286D+01   0.4743   0.0000   12.439   0.5712 0.18945D-09  1  0  138.63  115.341  0.04272  255.95  252.99   12.129   29.057   12.64  1025.52
 0.15309D+01   0.4737   0.0000   12.338   0.6423 0.21278D-09  1  0  138.86  115.481  0.04286  255.91  253.78   10.579   30.047   12.22  1026.26
 0.15332D+01   0.4732   0.0000   12.217   0.7210 0.23944D-09  1  0  138.59  115.182  0.04257  256.00  254.72    8.952   31.226   11.77  1027.01
 0.15354D+01   0.4727   0.0000   12.080   0.8071 0.26965D-09  1  0  137.82  114.431  0.04185  256.22  255.79    7.256   32.589   11.30  1027.75
 0.15377D+01   0.4722   0.0000   11.931   0.9000 0.30370D-09  1  0  136.44  113.212  0.04073  256.57  256.97    5.502   34.126   10.82  1028.49
 0.15400D+01   0.4717   0.0000   11.773   0.9991 0.34188D-09  1  0  134.40  111.514  0.03926  257.05  258.24    3.702   35.820   10.35  1029.23
 0.15422D+01   0.4712   0.0000   11.611   1.1033 0.38456D-09  1  0  131.76  109.323  0.03752  257.62  259.58    1.872   37.651    9.90  1029.98
 0.15445D+01   0.4706   0.0000   11.449   1.2116 0.43220D-09  1  0  128.51  106.629  0.03557  258.30  260.96    0.029   39.594    9.47  1030.72
 0.15468D+01   0.4701   0.0000   11.290   1.3225 0.48536D-09  1  0  124.65  103.428  0.03349  259.05  264.28    0.000   43.191    8.42  1031.45
 0.15491D+01   0.4696   0.0000   11.166   1.4346 0.54320D-09  1  0  120.55  100.021  0.03152  259.80  266.01    0.000   46.851    7.97  1032.19
 0.15513D+01   0.4691   0.0000   11.081   1.5461 0.60454D-09  1  0  116.48   96.644  0.02978  260.50  267.63    0.000   50.492    7.58  1032.93
 0.15536D+01   0.4686   0.0000   11.013   1.6553 0.66906D-09  1  0  112.43   93.287  0.02822  261.15  269.12    0.000   54.058    7.24  1033.67
 0.15559D+01   0.4681   0.0000   10.957   1.7603 0.73634D-09  1  0  108.40   89.944  0.02681  261.78  270.48    0.000   57.488    6.95  1034.40
 0.15581D+01   0.4676   0.0000   10.909   1.8593 0.80591D-09  1  0   -9.17   86.612  0.02554  262.37  271.69   -0.145   60.591    6.92  1035.14
 0.15604D+01   0.4670   0.0000   10.868   1.9505 0.87717D-09  1  1   86.23   83.297  0.02438  262.94  272.74   -1.101   62.710    6.73  1035.87
 0.15627D+01   0.4665   0.0000   10.816   2.0320 0.95206D-09  1  1   88.13   79.771  0.02326  263.52  273.63   -1.996   64.565    6.57  1036.61
 0.15650D+01   0.4660   0.0000   10.756   2.1025 0.10318D-08  1  1   85.84   75.972  0.02215  264.13  274.34   -2.815   66.114    6.46  1037.34
 0.15672D+01   0.4655   0.0000   10.695   2.1604 0.11169D-08  1  1   82.19   71.926  0.02108  264.74  274.87   -3.546   67.327    6.38  1038.07
 0.15695D+01   0.4650   0.0000   10.637   2.2046 0.12081D-08  1  1   77.84   67.668  0.02005  265.37  275.20   -4.168   68.182    6.35  1038.80
 0.15718D+01   0.4645   0.0000   10.583   2.2342 0.13064D-08  1  1   73.06   63.237  0.01907  265.99  275.34   -4.661   68.672    6.34  1039.53
 0.15740D+01   0.4640   0.0000   10.534   2.2486 0.14127D-08  1  1   68.00   58.681  0.01816  266.62  275.27   -5.000   68.802    6.37  1040.26
 0.15763D+01   0.4635   0.0000   10.492   2.2474 0.15281D-08  1  1   62.78   54.058  0.01731  267.22  275.00   -5.155   68.592    6.44  1040.99
 0.15786D+01   0.4630   0.0000   10.458   2.2308 0.16537D-08  1  1   57.50   49.436  0.01654  267.81  274.56   -5.098   68.073    6.53  1041.72
 0.15808D+01   0.4625   0.0000   10.432   2.1991 0.17897D-08  1  1   52.29   44.895  0.01584  268.38  273.94   -4.797   67.291    6.65  1042.45
 0.15831D+01   0.4620   0.0000   10.417   2.1528 0.19358D-08  1  1   47.25   40.520  0.01521  268.90  273.18   -4.225   66.297    6.79  1043.17
 0.15854D+01   0.4615   0.0000   10.412   2.0930 0.20892D-08  1  1   42.51   36.404  0.01467  269.39  272.30   -3.356   65.151    6.94  1043.90
 0.15877D+01   0.4610   0.0000   10.418   2.0208 0.22445D-08  1  1   38.24   32.638  0.01420  269.82  271.34   -2.179   63.907    7.12  1044.63
 0.15899D+01   0.4605   0.0000   10.432   1.9378 0.23980D-08  1  0   34.94   29.228  0.01379  270.20  270.33   -0.690   62.618    7.29  1045.35
 0.15922D+01   0.4600   0.0000   10.461   1.8454 0.25260D-08  1  0   31.79   26.375  0.01347  270.52  271.74    0.875   61.110    6.98  1046.07
 0.15945D+01   0.4595   0.0000   10.509   1.7454 0.25941D-08  1  0   29.24   24.258  0.01324  270.75  271.22    3.669   60.556    7.06  1046.79
 0.15967D+01   0.4590   0.0000   10.569   1.6396 0.25788D-08  1  0   27.55   22.904  0.01310  270.90  270.66    6.370   59.731    7.17  1047.52
 0.15990D+01   0.4585   0.0000   10.637   1.5300 0.24745D-08  1  0   26.67   22.264  0.01304  270.97  270.06    8.915   58.629    7.31  1048.24
 0.16013D+01   0.4580   0.0000   10.711   1.4183 0.22909D-08  1  0   26.66   22.294  0.01304  270.96  269.44   11.261   57.261    7.49  1048.96
 0.16035D+01   0.4575   0.0000   10.790   1.3063 0.20501D-08  1  0   27.42   22.955  0.01311  270.89  268.79   13.385   55.655    7.69  1049.68
 0.16058D+01   0.4570   0.0000   10.872   1.1957 0.17803D-08  1  0   28.91   24.214  0.01324  270.75  268.11   15.280   53.857    7.94  1050.39
 0.16081D+01   0.4565   0.0000   10.958   1.0879 0.15081D-08  1  0   31.09   26.040  0.01344  270.56  267.39   16.954   51.922    8.22  1051.11
 0.16103D+01   0.4560   0.0000   11.047   0.9844 0.12532D-08  1  0   33.91   28.395  0.01370  270.30  266.63   18.422   49.904    8.52  1051.83
 0.16126D+01   0.4555   0.0000   11.139   0.8861 0.10274D-08  1  0   37.32   31.238  0.01403  269.98  265.82   19.700   47.858    8.85  1052.55
 0.16149D+01   0.4550   0.0000   11.233   0.7941 0.83498D-09  1  0   41.25   34.519  0.01443  269.60  264.96   20.804   45.829    9.20  1053.26
 0.16172D+01   0.4545   0.0000   11.328   0.7091 0.67565D-09  1  0   45.65   38.181  0.01490  269.18  264.07   21.745   43.852    9.57  1053.98
 0.16194D+01   0.4540   0.0000   11.424   0.6315 0.54624D-09  1  0   50.43   42.165  0.01544  268.71  263.14   22.532   41.953    9.95  1054.69
 0.16217D+01   0.4535   0.0000   11.519   0.5615 0.44253D-09  1  0   55.53   46.408  0.01607  268.19  262.19   23.173   40.153   10.34  1055.40
 0.16240D+01   0.4530   0.0000   11.613   0.4994 0.36020D-09  1  0   60.86   50.850  0.01677  267.64  261.23   23.673   38.464   10.72  1056.11
 0.16262D+01   0.4525   0.0000   11.705   0.4449 0.29526D-09  1  0   66.36   55.430  0.01756  267.05  260.26   24.040   36.892   11.11  1056.83
 0.16285D+01   0.4520   0.0000   11.795   0.3979 0.24433D-09  1  0   71.96   60.091  0.01843  266.43  259.31   24.279   35.440   11.48  1057.54
 0.16308D+01   0.4515   0.0000   11.882   0.3581 0.20460D-09  1  0   77.60   64.781  0.01940  265.78  258.37   24.397   34.109   11.85  1058.25
 0.16330D+01   0.4510   0.0000   11.967   0.3251 0.17379D-09  1  0   83.21   69.452  0.02047  265.11  257.45   24.401   32.896   12.20  1058.95
 0.16353D+01   0.4505   0.0000   12.048   0.2986 0.15013D-09  1  0   88.75   74.059  0.02163  264.42  256.57   24.297   31.798   12.53  1059.66
 0.16376D+01   0.4500   0.0000   12.125   0.2781 0.13222D-09  1  0   94.17   78.564  0.02290  263.72  255.73   24.092   30.811   12.83  1060.37
 0.16399D+01   0.4496   0.0000   12.199   0.2634 0.11896D-09  1  0   99.42   82.931  0.02426  263.00  254.94   23.790   29.932   13.11  1061.08
 0.16421D+01   0.4491   0.0000   12.268   0.2542 0.10955D-09  1  0  104.47   87.128  0.02573  262.28  254.20   23.396   29.158   13.37  1061.78
 0.16444D+01   0.4486   0.0000   12.332   0.2502 0.10337D-09  1  0  109.28   91.128  0.02729  261.56  253.52   22.912   28.486   13.58  1062.49
 0.16467D+01   0.4481   0.0000   12.391   0.2514 0.99989D-10  1  0  113.82   94.905  0.02895  260.84  252.92   22.340   27.917   13.76  1063.19
 0.16489D+01   0.4476   0.0000   12.443   0.2579 0.99106D-10  1  0  118.07   98.435  0.03068  260.13  252.40   21.679   27.452   13.90  1063.90
 0.16512D+01   0.4471   0.0000   12.487   0.2697 0.10054D-09  1  0  122.00  101.696  0.03246  259.43  251.96   20.929   27.098   13.99  1064.60
 0.16535D+01   0.4466   0.0000   12.522   0.2871 0.10418D-09  1  0  125.59  104.667  0.03426  258.76  251.63   20.088   26.859   14.03  1065.30
 0.16558D+01   0.4462   0.0000   12.546   0.3103 0.11003D-09  1  0  128.80  107.328  0.03605  258.13  251.42   19.153   26.744   14.00  1066.00
 0.16580D+01   0.4457   0.0000   12.556   0.3398 0.11811D-09  1  0  131.62  109.659  0.03778  257.54  251.33   18.123   26.765   13.92  1066.70
 0.16603D+01   0.4452   0.0000   12.551   0.3760 0.12852D-09  1  0  134.03  111.643  0.03937  257.01  251.38   16.997   26.932   13.77  1067.40
 0.16626D+01   0.4447   0.0000   12.527   0.4191 0.14137D-09  1  0  136.01  113.262  0.04077  256.56  251.59   15.775   27.257   13.55  1068.10
 0.16648D+01   0.4442   0.0000   12.482   0.4696 0.15681D-09  1  0  137.53  114.498  0.04191  256.20  251.95   14.458   27.752   13.27  1068.80
 0.16671D+01   0.4437   0.0000   12.416   0.5277 0.17503D-09  1  0  138.58  115.335  0.04272  255.95  252.47   13.050   28.426   12.92  1069.50
 0.16694D+01   0.4433   0.0000   12.328   0.5935 0.19619D-09  1  0  139.15  115.759  0.04314  255.82  253.16   11.555   29.288   12.53  1070.19
 0.16716D+01   0.4428   0.0000   12.219   0.6671 0.22053D-09  1  0  139.22  115.755  0.04313  255.83  254.00    9.979   30.340   12.09  1070.89
 0.16739D+01   0.4423   0.0000   12.091   0.7483 0.24824D-09  1  0  138.79  115.309  0.04269  255.96  254.99    8.329   31.581   11.63  1071.58
 0.16762D+01   0.4418   0.0000   11.948   0.8367 0.27959D-09  1  0  137.85  114.406  0.04182  256.23  256.10    6.614   33.004   11.16  1072.28
 0.16784D+01   0.4413   0.0000   11.794   0.9317 0.31484D-09  1  0  136.23  113.033  0.04057  256.62  257.31    4.845   34.596   10.68  1072.97
 0.16807D+01   0.4409   0.0000   11.633   1.0326 0.35432D-09  1  0  133.99  111.177  0.03899  257.14  258.61    3.035   36.339   10.21  1073.66
 0.16830D+01   0.4404   0.0000   11.469   1.1383 0.39841D-09  1  0  131.16  108.826  0.03714  257.75  259.97    1.200   38.212    9.77  1074.36
 0.16853D+01   0.4399   0.0000   11.306   1.2476 0.44759D-09  1  0  127.72  105.972  0.03512  258.46  263.03    0.000   40.742    8.75  1075.05
 0.16875D+01   0.4394   0.0000   11.152   1.3590 0.50227D-09  1  0  123.71  102.651  0.03302  259.22  264.83    0.000   44.383    8.26  1075.74
 0.16898D+01   0.4390   0.0000   11.046   1.4711 0.56089D-09  1  0  119.66   99.283  0.03112  259.95  266.53    0.000   48.043    7.83  1076.43
 0.16921D+01   0.4385   0.0000   10.968   1.5821 0.62284D-09  1  0  115.63   95.941  0.02944  260.64  268.11    0.000   51.666    7.46  1077.12
 0.16943D+01   0.4380   0.0000   10.905   1.6901 0.68776D-09  1  0  111.62   92.617  0.02792  261.28  269.56    0.000   55.194    7.14  1077.81
 0.16966D+01   0.4375   0.0000   10.851   1.7933 0.75520D-09  1  0  107.63   89.306  0.02656  261.90  270.88    0.000   58.566    6.87  1078.49
 0.16989D+01   0.4371   0.0000   10.805   1.8900 0.82465D-09  1  1   70.77   86.005  0.02532  262.48  272.04   -0.472   61.300    6.85  1079.18
 0.17011D+01   0.4366   0.0000   10.762   1.9782 0.89599D-09  1  1   88.34   82.673  0.02418  263.05  273.05   -1.405   63.343    6.67  1079.87
 0.17034D+01   0.4361   0.0000   10.705   2.0563 0.97142D-09  1  1   88.18   79.079  0.02305  263.64  273.88   -2.271   65.108    6.53  1080.55
 0.17057D+01   0.4357   0.0000   10.644   2.1228 0.10516D-08  1  1   85.35   75.223  0.02194  264.24  274.54   -3.057   66.556    6.42  1081.23
 0.17080D+01   0.4352   0.0000   10.584   2.1764 0.11371D-08  1  1   81.46   71.132  0.02088  264.86  275.01   -3.749   67.660    6.36  1081.92
 0.17102D+01   0.4347   0.0000   10.527   2.2159 0.12287D-08  1  1   76.99   66.841  0.01986  265.49  275.29   -4.327   68.401    6.33  1082.60
 0.17125D+01   0.4342   0.0000   10.474   2.2406 0.13271D-08  1  1   72.15   62.393  0.01890  266.11  275.36   -4.768   68.777    6.34  1083.28
 0.17148D+01   0.4338   0.0000   10.427   2.2499 0.14333D-08  1  1   67.06   57.838  0.01800  266.73  275.24   -5.048   68.797    6.38  1083.97
 0.17170D+01   0.4333   0.0000   10.387   2.2437 0.15483D-08  1  1   61.84   53.236  0.01717  267.33  274.92   -5.136   68.483    6.45  1084.65
 0.17193D+01   0.4328   0.0000   10.355   2.2221 0.16727D-08  1  1   56.60   48.659  0.01642  267.91  274.43   -5.004   67.872    6.56  1085.33
 0.17216D+01   0.4324   0.0000   10.332   2.1855 0.18064D-08  1  1   51.45   44.186  0.01573  268.46  273.77   -4.621   67.011    6.68  1086.00
 0.17239D+01   0.4319   0.0000   10.319   2.1347 0.19484D-08  1  1   46.51   39.904  0.01513  268.98  272.97   -3.963   65.953    6.83  1086.68
 0.17261D+01   0.4314   0.0000   10.317   2.0708 0.20949D-08  1  1   41.90   35.907  0.01460  269.44  272.07   -3.007   64.756    6.99  1087.36
 0.17284D+01   0.4310   0.0000   10.325   1.9949 0.22400D-08  1  1   37.78   32.275  0.01415  269.86  271.10   -1.745   63.475    7.17  1088.04
 0.17307D+01   0.4305   0.0000   10.340   1.9086 0.23811D-08  1  0   34.94   28.988  0.01377  270.23  270.08   -0.178   62.158    7.35  1088.71
 0.17329D+01   0.4301   0.0000   10.372   1.8135 0.24899D-08  1  0   31.69   26.295  0.01347  270.53  271.58    1.582   60.754    7.02  1089.39
 0.17352D+01   0.4296   0.0000   10.424   1.7114 0.25309D-08  1  0   29.39   24.383  0.01326  270.74  271.04    4.354   60.111    7.11  1090.06
 0.17375D+01   0.4291   0.0000   10.486   1.6042 0.24890D-08  1  0   27.90   23.223  0.01314  270.86  270.47    7.015   59.198    7.23  1090.74
 0.17397D+01   0.4287   0.0000   10.556   1.4937 0.23631D-08  1  0   27.27   22.769  0.01309  270.91  269.86    9.508   58.014    7.38  1091.41
 0.17420D+01   0.4282   0.0000   10.631   1.3817 0.21663D-08  1  0   27.47   22.978  0.01311  270.89  269.23   11.796   56.575    7.57  1092.08
 0.17443D+01   0.4277   0.0000   10.710   1.2700 0.19223D-08  1  0   28.45   23.814  0.01320  270.80  268.57   13.859   54.915    7.79  1092.76
 0.17466D+01   0.4273   0.0000   10.794   1.1602 0.16581D-08  1  0   30.15   25.244  0.01335  270.64  267.87   15.696   53.081    8.04  1093.43
